station	lat	lon	alt
v138	44.2000007629395	87.5329971313477	440.5
v139	44.132999420166	86.8170013427734	522.099975585938
v140	44.0169982910156	87.4329986572266	577.5
v141	43.9669990539551	87.6500015258789	600.299987792969
v142	44.1669998168945	87.9169998168945	547
v143	44.0169982910156	89.1669998168945	734.900024414062
v144	44.0169982910156	89.5670013427734	796.400024414062
v145	43.8330001831055	81.1500015258789	600
v146	43.9500007629395	81.3330001831055	662.5
v147	43.7999992370605	82.5670013427734	1200
v148	43.9669990539551	81.5329971313477	770
v149	43.4669990539551	82.2330017089844	774.900024414062
v150	43.4500007629395	83.3000030517578	928.200012207031
v151	43.1500015258789	81.1330032348633	1848.59997558594
v152	43.1829986572266	81.7669982910156	1239.59997558594
v153	43.7830009460449	87.6169967651367	917.5
v154	43.5670013427734	87.0999984741211	2160
v155	42.6669998168945	86.3330001831055	1750
v156	43.0999984741211	86.8330001831055	3539
v157	43.2830009460449	87.1169967651367	2350.39990234375
v158	43.882999420166	88.1169967651367	1900
v159	43.3499984741211	88.3170013427734	1103.5
v160	43.8330001831055	90.2829971313477	1272.19995117188
v161	43.4830017089844	91.6330032348633	873.200012207031
v162	42.2330017089844	88.2170028686523	922.400024414062
v163	43.0330009460449	84.1500015258789	2500
v164	42.3170013427734	86.4000015258789	1101
v165	42.0830001831055	86.5670013427734	1055.80004882812
v166	42.25	86.8000030517578	1075
v167	42.7999992370605	88.6330032348633	1
v168	42.8330001831055	89.25	30
v169	42.9329986572266	89.1999969482422	34.5
v170	42.8499984741211	90.2330017089844	377.799987792969
v171	41.2169990539551	79.2330017089844	1437.90002441406
v172	41.1669998168945	80.2330017089844	1103.80004882812
v173	41.2669982910156	80.2330017089844	1132
v174	41.7830009460449	81.9000015258789	1229.19995117188
v175	41.5330009460449	82.6169967651367	1012.09997558594
v176	41.2330017089844	82.7829971313477	1015
v177	41.7830009460449	84.25	977.799987792969
v178	41.7169990539551	82.9499969482422	1099
v179	41.3499984741211	86.2669982910156	900
v180	41.75	86.1330032348633	931.5
v181	40.5169982910156	75.4000015258789	3550
v182	39.7169990539551	76.1669998168945	1297.90002441406
v183	39.7000007629395	75.1999969482422	2136.89990234375
v184	39.5	76.7330017089844	1190
v185	39.1500015258789	75.9499969482422	1324.30004882812
v186	39.4669990539551	75.9830017089844	1288.69995117188
v187	40.9329986572266	78.4499969482422	1984.90002441406
v188	39.7999992370605	78.5670013427734	1117.40002441406
v189	39.25	76.7829971313477	1205.90002441406
v190	40.5	79.0500030517578	1161.69995117188
v191	40.6500015258789	80.4000015258789	1044.19995117188
v192	40.5	81.0500030517578	1012.20001220703
v193	39	83.6669998168945	1099.30004882812
v194	40.632999420166	87.6999969482422	844.5
v195	39.0330009460449	88.1669998168945	888.299987792969
v196	38.9329986572266	76.1669998168945	1297.5
v197	37.7830009460449	75.2330017089844	4000
v198	38.9169998168945	77.6330032348633	1177.59997558594
v199	38.4329986572266	77.2669982910156	1231.19995117188
v200	37.9169998168945	77.4000015258789	1342.40002441406
v201	38.2000007629395	77.2669982910156	1320
v202	37.617000579834	78.2829971313477	1375.40002441406
v203	37.0169982910156	80.8000030517578	1310
v204	37.2830009460449	79.7170028686523	1326
v205	37.132999420166	79.9329986572266	1374.59997558594
v206	37.0830001831055	80.1669998168945	1347.90002441406
v207	37.0670013427734	82.7170028686523	1409.09997558594
v208	37.5999984741211	83.8330001831055	1262.80004882812
v209	38.1500015258789	85.5500030517578	1247.5
v210	38.25	90.8499984741211	2944.80004882812
v211	36.8499984741211	81.6500015258789	1422
v212	43.7330017089844	93.0670013427734	1637.59997558594
v213	43.7669982910156	95.1330032348633	498.299987792969
v214	43.2669982910156	94.6999969482422	2000
v215	42.8170013427734	93.5169982910156	737.900024414062
v216	41.9500007629395	101.067001342773	940.5
v217	41.5330009460449	94.6669998168945	1700
v218	41.7999992370605	97.0329971313477	1770.09997558594
v219	41.9329986572266	99.9169998168945	965.599975585938
v220	41.367000579834	102.366996765137	960
v221	40.1500015258789	94.6829986572266	1138.69995117188
v222	40.5330009460449	95.7669982910156	1170.80004882812
v223	40.2669982910156	97.0329971313477	1526
v224	40.7169990539551	98.6999969482422	1591
v225	40.2999992370605	99.5169982910156	1177.40002441406
v226	40	98.9000015258789	1270.19995117188
v227	40.75	104.5	1328.09997558594
v228	39.5169982910156	94.8830032348633	2158.5
v229	39.7669982910156	98.4830017089844	1477.19995117188
v230	39.367000579834	99.8330001831055	1332.19995117188
v231	39.1500015258789	100.166999816895	1453.69995117188
v232	39.2999992370605	102.699996948242	1237
v233	39.2169990539551	101.682998657227	1509.69995117188
v234	38.8330001831055	93.3830032348633	2733
v235	38.0499992370605	105.133003234863	1342
v236	38.7999992370605	98.4169998168945	3367
v237	38.8330001831055	99.6169967651367	2311.80004882812
v238	38.4169998168945	99.5830001831055	3180
v239	38.9329986572266	100.432998657227	1482.69995117188
v240	38.4500007629395	100.817001342773	2271
v241	38.1829986572266	100.25	2787.39990234375
v242	38.7999992370605	101.083000183105	1764.59997558594
v243	38.2330017089844	101.967002868652	1986.69995117188
v244	37.9169998168945	102.666999816895	1530.80004882812
v245	38.632999420166	103.083000183105	1367
v246	36.7999992370605	93.6829986572266	2770.5
v247	37.8499984741211	95.3669967651367	3173.19995117188
v248	37.367000579834	97.3669967651367	2981.5
v249	37.2999992370605	99.0329971313477	3417.10009765625
v250	37.0830001831055	99.5830001831055	3269
v251	37.3330001831055	100.133003234863	3301.5
v252	37.382999420166	101.616996765137	2707.60009765625
v253	37.4830017089844	102.900001525879	2072.39990234375
v254	37.2000007629395	102.866996765137	3045.10009765625
v255	37.2000007629395	103.532997131348	2726.69995117188
v256	37.1829986572266	104.050003051758	1630.5
v257	36.7999992370605	95.3000030517578	2678.89990234375
v258	36.4169998168945	94.9000015258789	2807.69995117188
v259	36.4329986572266	96.4169998168945	2790.39990234375
v260	36.9169998168945	98.4830017089844	2950
v261	36.0670013427734	97.8000030517578	2905.39990234375
v262	36.2999992370605	98.0999984741211	3191.10009765625
v263	36.7830009460449	99.0830001831055	3087.60009765625
v264	36.9169998168945	100.983001708984	3080
v265	36.617000579834	100.266998291016	3239.39990234375
v266	36.6829986572266	101.233001708984	2634.30004882812
v267	36.2669982910156	100.616996765137	2835
v268	36.9500007629395	101.682998657227	2450
v269	36.8170013427734	101.949996948242	2480
v270	36.617000579834	101.766998291016	2261.19995117188
v271	36.0330009460449	101.432998657227	2237.10009765625
v272	36.5169982910156	101.567001342773	2667.5
v273	36.4830017089844	102.383003234863	1979.69995117188
v274	36.5	102.099998474121	2125
v275	36.3170013427734	102.849998474121	1813.90002441406
v276	36.0999984741211	102.266998291016	2834.69995117188
v277	36.9830017089844	103.182998657227	2484.80004882812
v278	36.3499984741211	103.932998657227	1668.5
v279	36.75	103.25	2118.80004882812
v280	36.0499992370605	103.883003234863	1517.19995117188
v281	36.5670013427734	104.682998657227	1397.80004882812
v282	36.5499992370605	104.182998657227	1707.19995117188
v283	35.2169990539551	93.0830001831055	4612.2001953125
v284	35.882999420166	99.9830017089844	3400
v285	35.5830001831055	99.9830017089844	3323.19995117188
v286	35.5830001831055	100.75	3195
v287	35.2669982910156	100.650001525879	3289.39990234375
v288	35.9329986572266	102.032997131348	2084.60009765625
v289	35.0330009460449	101.467002868652	3662.80004882812
v290	35.8330001831055	102.550003051758	1870.30004882812
v291	35.5169982910156	102.016998291016	2487.60009765625
v292	35.2000007629395	102.516998291016	2931
v293	35.9669990539551	103.300003051758	1647.09997558594
v294	35.6669998168945	103.400001525879	2428.60009765625
v295	35.4830017089844	103.567001342773	1952.69995117188
v296	35.867000579834	104.150001525879	1873.69995117188
v297	35.5830001831055	103.182998657227	1917
v298	35.4329986572266	103.349998474121	2136.39990234375
v299	35.367000579834	103.866996765137	1886.59997558594
v300	35.367000579834	103.717002868652	1999.5
v301	35.6829986572266	105.083000183105	2012.19995117188
v302	35.5830001831055	104.616996765137	1896.69995117188
v303	35.382999420166	105	2450.60009765625
v304	35.132999420166	104.199996948242	2110.60009765625
v305	43.6500015258789	111.967002868652	964.700012207031
v306	44.617000579834	114.150001525879	1181.59997558594
v307	42.5330009460449	110.133003234863	1221.80004882812
v308	44.0169982910156	114.949996948242	1126.09997558594
v309	43.8330001831055	113.717002868652	1111.40002441406
v310	41.4000015258789	106.400001525879	1509.59997558594
v311	42.75	112.650001525879	1101.69995117188
v312	42.4000015258789	112.900001525879	1150.5
v313	42.2330017089844	113.833000183105	1322.09997558594
v314	41.4500007629395	106.983001708984	1648.90002441406
v315	41.5670013427734	108.516998291016	1288.19995117188
v316	41.0999984741211	108.266998291016	1023
v317	41.7669982910156	109.967002868652	1612.30004882812
v318	41.0169982910156	109.133003234863	1079.19995117188
v319	41.7000007629395	110.432998657227	1375.90002441406
v320	41.0330009460449	110.050003051758	1327.5
v321	41.5330009460449	111.682998657227	1490.69995117188
v322	41.3170013427734	111.233001708984	1602.19995117188
v323	41.0999984741211	111.449996948242	1595
v324	41.2669982910156	112.616996765137	1747.80004882812
v325	41.4500007629395	113.182998657227	1425
v326	41.5670013427734	113.550003051758	1385.59997558594
v327	41.9000015258789	114	1482.5
v328	41.8499984741211	114.599998474121	1422.40002441406
v329	41.0670013427734	113.949996948242	1358.5
v330	41.1500015258789	114.699996948242	1393.30004882812
v331	40.3330001831055	107	1055.09997558594
v332	40.9000015258789	107.133003234863	1056.69995117188
v333	40.7330017089844	108.650001525879	1021.70001220703
v334	40.6669998168945	109.849998474121	1067.19995117188
v335	40.5499992370605	110.532997131348	1001
v336	40.4000015258789	110.032997131348	1011
v337	40.8170013427734	111.682998657227	1063
v338	40.6829986572266	111.150001525879	1013.40002441406
v339	40.7999992370605	111.699996948242	1051.5
v340	40.2669982910156	111.182998657227	1016.29998779297
v341	40.382999420166	111.800003051758	1151.90002441406
v342	40.867000579834	112.567001342773	1450.69995117188
v343	40.5169982910156	112.516998291016	1256.80004882812
v344	40	112.449996948242	1348.80004882812
v345	41.0330009460449	113.067001342773	1416.5
v346	40.7999992370605	113.217002868652	1320.40002441406
v347	40.882999420166	113.866996765137	1265.90002441406
v348	40.4500007629395	113.150001525879	1225.59997558594
v349	40.367000579834	113.766998291016	1050.30004882812
v350	40.0999984741211	113.333000183105	1067.59997558594
v351	40.0330009460449	113.583000183105	1034
v352	40.4329986572266	114.050003051758	1013.90002441406
v353	40.6829986572266	114.400001525879	800.700012207031
v354	40.0999984741211	114.150001525879	937.599975585938
v355	40.5670013427734	115.032997131348	629.299987792969
v356	40.7669982910156	114.733001708984	753.700012207031
v357	39.7830009460449	105.75	1031.80004882812
v358	39.0830001831055	105.383003234863	1226
v359	39.6829986572266	106.817001342773	1091.59997558594
v360	40.75	107.416999816895	1039.30004882812
v361	39.2669982910156	106.333000183105	1464.5
v362	39	106.366996765137	1100.5
v363	39.2169990539551	106.766998291016	1091
v364	40.0499992370605	107.849998474121	1184.30004882812
v365	39.0999984741211	107.983001708984	1380.30004882812
v366	39.8499984741211	108.733001708984	1388.40002441406
v367	39.8330001831055	109.983001708984	1460.40002441406
v368	39.5670013427734	109.733001708984	1328.19995117188
v369	39.0999984741211	109.032997131348	1313.40002441406
v370	39.6669998168945	110.866996765137	1038.80004882812
v371	39.9169998168945	111.666999816895	1187.40002441406
v372	39.382999420166	111.150001525879	861
v373	39.4329986572266	111.5	1051.69995117188
v374	39.0330009460449	111.083000183105	860
v375	40	112.699996948242	1337
v376	39.5169982910156	112.266998291016	1409.40002441406
v377	39.0830001831055	112.182998657227	1532.40002441406
v378	39.5	112.817001342773	1052.19995117188
v379	39	112.300003051758	1437.40002441406
v380	39.2999992370605	112.432998657227	1091.19995117188
v381	39.0169982910156	112.900001525879	859.700012207031
v382	39.8170013427734	113.099998474121	1044.59997558594
v383	39.7169990539551	113.682998657227	1091
v384	39.5670013427734	113.166999816895	1000.70001220703
v385	39.1669998168945	113.266998291016	933.900024414062
v386	39.0330009460449	113.532997131348	2895.80004882812
v387	39.75	114.266998291016	977.799987792969
v388	39.8330001831055	114.567001342773	910.200012207031
v389	39.4500007629395	114.182998657227	938.099975585938
v390	38.8330001831055	115.150001525879	51
v391	39.367000579834	114.682998657227	852
v392	38.7669982910156	105.900001525879	2901
v393	38.8330001831055	105.666999816895	1561.40002441406
v394	38.8330001831055	106.366996765137	1095
v395	38.5499992370605	106.349998474121	1106.5
v396	38.9000015258789	106.550003051758	1099
v397	37.9830017089844	106.182998657227	1127.5
v398	38.4830017089844	106.217002868652	1111.5
v399	38.7999992370605	106.699996948242	1101.59997558594
v400	38.0169982910156	106.067001342773	1126.69995117188
v401	38.25	106.25	1116.69995117188
v402	38.117000579834	106.300003051758	1115
v403	38.5999984741211	108.833000183105	1306.59997558594
v404	38.2330017089844	109.699996948242	1057.5
v405	38.8170013427734	110.432998657227	926.900024414062
v406	38.0330009460449	110.483001708984	894.400024414062
v407	37.9669990539551	111	1163.30004882812
v408	39.0169982910156	111.083000183105	894.400024414062
v409	38.7169990539551	111.583000183105	1396.69995117188
v410	38.9169998168945	111.817001342773	1401
v411	38.4669990539551	111.133003234863	1012.59997558594
v412	38.2830009460449	111.650001525879	1185.09997558594
v413	38.3499984741211	111.932998657227	1212.30004882812
v414	38.0670013427734	111.782997131348	1170.5
v415	38.7330017089844	112.717002868652	828.200012207031
v416	38.4169998168945	112.699996948242	797.700012207031
v417	38.5	112.983001708984	759.099975585938
v418	37.9329986572266	112.483001708984	806.5
v419	38.0670013427734	112.666999816895	897
v420	37.7330017089844	112.550003051758	775.400024414062
v421	38.2999992370605	114.383003234863	108.400001525879
v422	38.8330001831055	113.366996765137	1096.19995117188
v423	38.632999420166	114.682998657227	104.800003051758
v424	38.0670013427734	113.416999816895	920.400024414062
v425	37.7830009460449	113.633003234863	787
v426	38.4500007629395	114.550003051758	95.8000030517578
v427	38.0169982910156	115.067001342773	42.4000015258789
v428	38.8499984741211	114.182998657227	281.899993896484
v429	38.1500015258789	114.567001342773	70.8000030517578
v430	38.7330017089844	114.983001708984	65.9000015258789
v431	38.0330009460449	114.133003234863	255.5
v432	38.2999992370605	114.199996948242	142.300003051758
v433	38.3499984741211	114.682998657227	75.9000015258789
v434	38.5169982910156	115	55.0999984741211
v435	38.0169982910156	114.833000183105	53.5999984741211
v436	38.0330009460449	114.416999816895	80.5
v437	38.2000007629395	114.967002868652	45.0999984741211
v438	37.5330009460449	105.182998657227	1225.69995117188
v439	37.4830017089844	105.666999816895	1183.30004882812
v440	36.9329986572266	105.25	1697.80004882812
v441	37.7830009460449	107.400001525879	1347.80004882812
v442	37.5830001831055	107.583000183105	1360.30004882812
v443	37.1669998168945	107.116996765137	1712
v444	38.1829986572266	107.483001708984	1333.30004882812
v445	37.8499984741211	108.717002868652	1215.69995117188
v446	37.617000579834	108.800003051758	1335.80004882812
v447	36.8330001831055	108.182998657227	1272.59997558594
v448	37.9329986572266	109.233001708984	1107
v449	37.1829986572266	109.699996948242	1063.30004882812
v450	37.7669982910156	110.166999816895	872
v451	37.5999984741211	110.050003051758	894
v452	37.4329986572266	110.883003234863	807.599975585938
v453	37.5	110.217002868652	929.700012207031
v454	37.5169982910156	110.717002868652	991.5
v455	37.117000579834	110.116996765137	938
v456	36.9830017089844	110.833000183105	1154.80004882812
v457	37.882999420166	111.233001708984	1212.40002441406
v458	37.9169998168945	112.166999816895	1006.79998779297
v459	37.5	111.099998474121	950.799987792969
v460	37.3330001831055	111.166999816895	1212.40002441406
v461	37.1500015258789	111.75	767.700012207031
v462	37.25	111.782997131348	747.5
v463	37.3499984741211	112.349998474121	765
v464	37.4500007629395	112.050003051758	760.299987792969
v465	37.7830009460449	112.550003051758	777.900024414062
v466	36.3330001831055	114.616996765137	64.8000030517578
v467	37.617000579834	112.333000183105	772.299987792969
v468	37.4169998168945	112.583000183105	799.599975585938
v469	37.6829986572266	112.766998291016	822.900024414062
v470	37.5330009460449	112.150001525879	751.400024414062
v471	37.1829986572266	112.217002868652	767.400024414062
v472	37.5830001831055	112.733001708984	829.099975585938
v473	37.9000015258789	113.166999816895	1060.40002441406
v474	36.867000579834	114.467002868652	67.9000015258789
v475	37.8499984741211	113.550003051758	690.5
v476	37.5999984741211	113.699996948242	875.299987792969
v477	37.75	114.782997131348	38.2999992370605
v478	37.5	114.682998657227	35
v479	37.0830001831055	113.366996765137	1130.80004882812
v480	37.0670013427734	112.983001708984	1045
v481	37.3330001831055	113.567001342773	1265.69995117188
v482	37.882999420166	114.633003234863	52.5
v483	37.5999984741211	114.616996765137	48.5
v484	37.75	114.532997131348	62
v485	37.5330009460449	114.432998657227	122.400001525879
v486	37.1669998168945	113.949996948242	490.299987792969
v487	37.3499984741211	114.75	33.0999984741211
v488	37.6500015258789	114.366996765137	136.199996948242
v489	37.617000579834	114.883003234863	30.1000003814697
v490	37.2999992370605	114.516998291016	68.0999984741211
v491	37.0670013427734	114.5	76.8000030517578
v492	37.2330017089844	114.983001708984	30
v493	36.5670013427734	105.650001525879	1853.69995117188
v494	36.9830017089844	105.900001525879	1343.90002441406
v495	36	106.266998291016	1753.19995117188
v496	36.5830001831055	107.300003051758	1255.59997558594
v497	35.9830017089844	107.900001525879	1093.69995117188
v498	36.7669982910156	108.766998291016	1300
v499	36.882999420166	109.317001342773	1075
v500	36.5999984741211	109.5	957.599975585938
v501	36.2669982910156	109.349998474121	1005.5
v502	36.882999420166	110.182998657227	798
v503	36.7669982910156	110.633003234863	1076
v504	36.7000007629395	110.949996948242	1052.69995117188
v505	36.5830001831055	110.067001342773	1000
v506	36.4669990539551	110.75	841.099975585938
v507	36.0670013427734	110.182998657227	839.599975585938
v508	36.0999984741211	110.666999816895	851.299987792969
v509	36.9830017089844	111.166999816895	1402
v510	35.882999420166	111.416999816895	426.899993896484
v511	36.8499984741211	111.800003051758	811.700012207031
v512	37.0330009460449	111.916999816895	743.900024414062
v513	36.4000015258789	111.099998474121	1039.80004882812
v514	36.6500015258789	111.550003051758	1013
v515	36.2330017089844	111.666999816895	462.799987792969
v516	36.0670013427734	111.5	449.5
v517	36.5830001831055	111.717002868652	566.900024414062
v518	36.8330001831055	112.849998474121	991.400024414062
v519	36.7669982910156	112.682998657227	960.700012207031
v520	36.117000579834	112.866996765137	950.200012207031
v521	36.2669982910156	111.916999816895	661.799987792969
v522	36.5169982910156	112.349998474121	1000
v523	36.1669998168945	112.25	856
v524	36.5169982910156	113.383003234863	753.599975585938
v525	36.3170013427734	112.883003234863	950.700012207031
v526	36.3330001831055	113.233001708984	947.599975585938
v527	37.2830009460449	106.483001708984	1381.69995117188
v528	36.0499992370605	113.067001342773	982.400024414062
v529	37.132999420166	114.699996948242	37.7999992370605
v530	36.5169982910156	113.032997131348	876.5
v531	36.132999420166	113.199996948242	1030.19995117188
v532	36.5670013427734	113.666999816895	470.200012207031
v533	36.2000007629395	113.116996765137	926.5
v534	36.2000007629395	113.432998657227	1124
v535	36.0670013427734	113.817001342773	306.5
v536	36.7169990539551	114.199996948242	218
v537	37	114.682998657227	41.5
v538	36.5999984741211	114.5	57.2000007629395
v539	36.7669982910156	114.949996948242	39.5999984741211
v540	36.4169998168945	114.217002868652	126.400001525879
v541	36.7669982910156	114.5	59.9000015258789
v542	36.3499984741211	114.949996948242	50.0999984741211
v543	36.382999420166	114.383003234863	69.6999969482422
v544	36.117000579834	114.366996765137	75.5
v545	36.4830017089844	114.967002868652	48.5
v546	35.9669990539551	105.717002868652	1916.5
v547	35.5169982910156	105.717002868652	1652.80004882812
v548	35.2169990539551	105.233001708984	1767.69995117188
v549	35.6669998168945	106.199996948242	2750
v550	35.8499984741211	106.633003234863	1478.80004882812
v551	35.617000579834	106.116996765137	2078.60009765625
v552	35.5499992370605	106.666999816895	1346.59997558594
v553	35.5	106.317001342773	1947.80004882812
v554	35.2169990539551	106.050003051758	1615.09997558594
v555	35.7330017089844	107.633003234863	1421.90002441406
v556	35.1500015258789	107.400001525879	1375.59997558594
v557	35.6829986572266	107.182998657227	1172.09997558594
v558	35.3330001831055	107.349998474121	1028.80004882812
v559	35.2169990539551	106.633003234863	1454.5
v560	35.2999992370605	107.016998291016	1148.40002441406
v561	35.2000007629395	107.800003051758	1206.30004882812
v562	36.4500007629395	107.983001708984	1269.19995117188
v563	36	109.383003234863	920
v564	35.8170013427734	108.016998291016	1298.40002441406
v565	35.5	108.349998474121	1442.30004882812
v566	35.4169998168945	108	1221.19995117188
v567	35.1669998168945	108.300003051758	1277
v568	35.1829986572266	109.583000183105	804.400024414062
v569	35.8170013427734	109.5	1158.30004882812
v570	35.5499992370605	109.317001342773	1083
v571	35.4329986572266	109.067001342773	1100
v572	35.5999984741211	109.817001342773	1000
v573	35.0830001831055	109.067001342773	978.900024414062
v574	34.9500007629395	109.583000183105	500
v575	35.1829986572266	109.916999816895	679.099975585938
v576	35.2330017089844	110.150001525879	750
v577	35.9669990539551	110.849998474121	964.299987792969
v578	35.5830001831055	110.949996948242	391
v579	35.4669990539551	110.449996948242	457.899993896484
v580	35.4000015258789	110.833000183105	588.400024414062
v581	35.617000579834	110.717002868652	459.200012207031
v582	35.1500015258789	110.717002868652	395.899993896484
v583	35.0330009460449	111.016998291016	376
v584	35.6500015258789	111.483001708984	472.600006103516
v585	35.7330017089844	111.699996948242	584.5
v586	35.6500015258789	111.366996765137	434.399993896484
v587	35.617000579834	111.217002868652	430.799987792969
