id,site,lat,lon,is_east,is_city
238,52679,37.9166666666667,102.666666666667,WC,Urban
239,52681,38.6333333333333,103.083333333333,WC,Urban
240,52707,36.8,93.4016666666667,WC,Urban
241,52713,37.85,95.2016666666667,WC,Urban
242,52737,37.3666666666667,97.205,WC,Urban
243,52745,37.3,99.0016666666667,WC,Urban
244,52754,37.3333333333333,100.133333333333,WC,Rural
245,52765,37.3833333333333,101.616666666667,WC,Urban
246,52784,37.4666666666667,102.9,WC,Urban
247,52787,37.2,102.866666666667,WC,Rural
248,52797,37.1833333333333,104.05,WC,Urban
249,52818,36.4166666666667,94.5083333333333,WC,Urban
250,52825,36.4333333333333,96.21,WC,Rural
251,52833,36.9333333333333,98.215,WC,Urban
252,52836,36.3,98.01,WC,Urban
253,52842,36.7833333333333,99.0083333333333,WC,Rural
254,52855,36.6833333333333,101.25,WC,Urban
255,52856,36.2666666666667,100.616666666667,WC,Urban
256,52862,36.95,101.683333333333,WC,Urban
257,52863,36.8166666666667,101.95,WC,Urban
258,52866,36.7333333333333,101.75,WC,Urban
259,52868,36.0166666666667,101.366666666667,WC,Urban
260,52869,36.5,101.583333333333,WC,Urban
261,52874,36.4833333333333,102.4,WC,Urban
262,52875,36.5,102.1,WC,Urban
263,52876,36.3333333333333,102.833333333333,WC,Urban
264,52877,36.1,102.25,WC,Rural
265,52881,36.9833333333333,103.183333333333,WC,Urban
266,52884,36.35,103.95,WC,Urban
267,52885,36.75,103.25,WC,Urban
268,52889,36.05,103.883333333333,WC,Urban
269,52895,36.5666666666667,104.683333333333,WC,Urban
270,52896,36.55,104.15,WC,Urban
271,52908,35.2166666666667,93.0083333333333,WC,Rural
272,52943,35.5833333333333,99.515,WC,Urban
273,52955,35.5833333333333,100.733333333333,WC,Urban
274,52957,35.25,100.6,WC,Urban
275,52963,35.9333333333333,102.016666666667,WC,Urban
276,52968,35.0333333333333,101.466666666667,WC,Rural
277,52972,35.85,102.45,WC,Urban
278,52974,35.5166666666667,102.016666666667,WC,Urban
279,52980,35.9666666666667,103.3,WC,Urban
280,52981,35.6833333333333,103.383333333333,WC,Urban
281,52982,35.4833333333333,103.55,WC,Urban
282,52983,35.8666666666667,104.15,WC,Urban
283,52984,35.5833333333333,103.183333333333,WC,Urban
284,52985,35.4166666666667,103.333333333333,WC,Urban
285,52986,35.3666666666667,103.866666666667,WC,Urban
286,52988,35.3666666666667,103.716666666667,WC,Urban
287,52993,35.6833333333333,105.066666666667,EC,Urban
288,52995,35.5833333333333,104.616666666667,WC,Urban
289,52996,35.3833333333333,105.016666666667,EC,Rural
290,52998,35.1333333333333,104.2,WC,Urban
291,53068,43.6333333333333,111.933333333333,EC,Urban
292,53083,44.6166666666667,114.15,EC,Rural
293,53149,42.5333333333333,110.133333333333,EC,Rural
294,53192,44.0166666666667,114.95,EC,Urban
295,53195,43.85,113.633333333333,EC,Urban
296,53231,41.4,106.4,EC,Urban
297,53272,42.75,112.633333333333,EC,Urban
298,53276,42.4,112.9,EC,Urban
299,53289,42.2333333333333,113.833333333333,EC,Urban
300,53324,41.0666666666667,107.05,EC,Urban
301,53336,41.5666666666667,108.516666666667,EC,Urban
302,53337,41.1,108.266666666667,EC,Urban
303,53343,41.7666666666667,109.966666666667,EC,Urban
304,53348,41.0166666666667,109.133333333333,EC,Urban
305,53352,41.7,110.433333333333,EC,Urban
306,53357,41.0333333333333,110.05,EC,Urban
307,53362,41.5333333333333,111.683333333333,EC,Urban
308,53367,41.3166666666667,111.233333333333,EC,Urban
309,53368,41.0833333333333,111.466666666667,EC,Urban
310,53378,41.2833333333333,112.616666666667,EC,Urban
311,53384,41.45,113.183333333333,EC,Urban
312,53385,41.5666666666667,113.55,EC,Urban
313,53391,41.9,114,EC,Urban
314,53392,41.85,114.6,EC,Urban
315,53397,41.1,113.983333333333,EC,Urban
316,53399,41.15,114.7,EC,Urban
317,53419,40.3333333333333,107,EC,Urban
318,53420,40.85,107.116666666667,EC,Urban
319,53433,40.7333333333333,108.65,EC,Urban
320,53446,40.5333333333333,109.883333333333,EC,Urban
321,53455,40.55,110.533333333333,EC,Urban
322,53457,40.4,110.033333333333,EC,Urban
323,53463,40.85,111.566666666667,EC,Urban
324,53464,40.7166666666667,111.166666666667,EC,Urban
325,53466,40.75,111.7,EC,Urban
326,53467,40.2666666666667,111.183333333333,EC,Urban
327,53469,40.4,111.816666666667,EC,Urban
328,53472,40.8666666666667,112.566666666667,EC,Urban
329,53475,40.5166666666667,112.466666666667,EC,Rural
330,53478,40,112.45,EC,Urban
331,53480,41.0333333333333,113.066666666667,EC,Urban
332,53481,40.8,113.216666666667,EC,Urban
333,53483,40.8666666666667,113.833333333333,EC,Urban
334,53484,40.45,113.15,EC,Urban
335,53486,40.3666666666667,113.766666666667,EC,Urban
336,53487,40.0833333333333,113.416666666667,EC,Urban
337,53488,40.0333333333333,113.583333333333,EC,Urban
338,53490,40.4333333333333,114.05,EC,Urban
339,53491,40.6666666666667,114.383333333333,EC,Urban
340,53492,40.1,114.15,EC,Urban
341,53498,40.5666666666667,115.033333333333,EC,Urban
342,53499,40.7666666666667,114.733333333333,EC,Urban
343,53502,39.7833333333333,105.75,EC,Rural
344,53512,39.8,106.8,EC,Urban
345,53513,40.7333333333333,107.366666666667,EC,Urban
346,53517,39.2666666666667,106.333333333333,EC,Urban
347,53518,39.0333333333333,106.35,EC,Urban
348,53519,39.2166666666667,106.766666666667,EC,Urban
349,53522,40.05,107.833333333333,EC,Urban
350,53529,39.0833333333333,107.966666666667,EC,Urban
351,53533,39.8166666666667,108.716666666667,EC,Urban
352,53543,39.8333333333333,109.983333333333,EC,Urban
353,53545,39.5666666666667,109.716666666667,EC,Urban
354,53547,39.1,109.033333333333,EC,Rural
355,53553,39.8666666666667,111.216666666667,EC,Urban
356,53562,39.9166666666667,111.666666666667,EC,Rural
357,53564,39.3833333333333,111.15,EC,Urban
358,53565,39.4333333333333,111.5,EC,Urban
359,53567,39.0166666666667,111,EC,Urban
360,53573,40,112.7,EC,Urban
361,53574,39.5166666666667,112.266666666667,EC,Urban
362,53575,39.1,112.2,EC,Urban
363,53576,39.5,112.816666666667,EC,Urban
364,53577,39,112.3,EC,Urban
365,53578,39.3666666666667,112.433333333333,EC,Urban
366,53579,39.0166666666667,112.9,EC,Urban
367,53580,39.8166666666667,113.1,EC,Urban
368,53582,39.7166666666667,113.666666666667,EC,Urban
369,53584,39.5666666666667,113.166666666667,EC,Urban
370,53585,39.1666666666667,113.266666666667,EC,Urban
371,53588,38.95,113.516666666667,EC,Rural
372,53590,39.75,114.266666666667,EC,Urban
373,53593,39.8333333333333,114.566666666667,EC,Urban
374,53594,39.45,114.183333333333,EC,Urban
375,53596,38.85,115.133333333333,EC,Urban
376,53599,39.3666666666667,114.683333333333,EC,Urban
377,53602,38.8333333333333,105.666666666667,EC,Urban
378,53603,38.8333333333333,106.366666666667,EC,Urban
379,53610,38.5666666666667,106.35,EC,Urban
380,53611,38.8833333333333,106.55,EC,Urban
381,53612,37.9833333333333,106.183333333333,EC,Urban
382,53614,38.4666666666667,106.2,EC,Urban
383,53615,38.8,106.7,EC,Urban
384,53617,38.0333333333333,106.083333333333,EC,Urban
385,53618,38.2833333333333,106.25,EC,Urban
386,53619,38.1166666666667,106.3,EC,Urban
387,53644,38.6,108.833333333333,EC,Urban
388,53646,38.2666666666667,109.783333333333,EC,Urban
389,53651,38.8166666666667,110.466666666667,EC,Urban
390,53659,37.9666666666667,111,EC,Urban
391,53660,39.0166666666667,111.083333333333,EC,Urban
392,53662,38.7166666666667,111.583333333333,EC,Urban
393,53663,38.9166666666667,111.816666666667,EC,Urban
394,53664,38.4666666666667,111.133333333333,EC,Urban
395,53665,38.2833333333333,111.65,EC,Rural
396,53666,38.35,111.933333333333,EC,Urban
397,53669,38.0833333333333,111.8,EC,Urban
398,53673,38.7333333333333,112.716666666667,EC,Urban
399,53674,38.4,112.7,EC,Urban
400,53676,38.5,112.983333333333,EC,Urban
401,53677,37.9333333333333,112.483333333333,EC,Urban
402,53678,38.0666666666667,112.65,EC,Urban
403,53679,37.75,112.55,EC,Urban
404,53680,38.3,114.383333333333,EC,Urban
405,53681,38.8333333333333,113.366666666667,EC,Urban
406,53682,38.6333333333333,114.683333333333,EC,Urban
407,53685,38.0666666666667,113.416666666667,EC,Urban
408,53687,37.7833333333333,113.633333333333,EC,Urban
409,53688,38.4166666666667,114.55,EC,Urban
410,53689,38.0166666666667,115.066666666667,EC,Urban
411,53690,38.85,114.183333333333,EC,Urban
412,53691,38.15,114.566666666667,EC,Urban
413,53692,38.7333333333333,114.983333333333,EC,Urban
414,53693,38.0333333333333,114.133333333333,EC,Urban
415,53694,38.2666666666667,114.216666666667,EC,Urban
416,53695,38.35,114.683333333333,EC,Urban
417,53696,38.55,115.016666666667,EC,Urban
418,53697,38.0333333333333,114.833333333333,EC,Urban
419,53698,38.0666666666667,114.35,EC,Urban
420,53699,38.1833333333333,114.95,EC,Urban
421,53704,37.5333333333333,105.183333333333,EC,Urban
422,53705,37.4833333333333,105.683333333333,EC,Rural
423,53707,36.9333333333333,105.25,EC,Urban
424,53723,37.8,107.383333333333,EC,Urban
425,53725,37.5833333333333,107.583333333333,EC,Urban
426,53727,37.1666666666667,107.116666666667,EC,Urban
427,53730,38.1833333333333,107.483333333333,EC,Urban
428,53732,37.85,108.716666666667,EC,Urban
429,53735,37.6166666666667,108.8,EC,Urban
430,53738,36.9166666666667,108.166666666667,EC,Urban
431,53740,37.9333333333333,109.233333333333,EC,Urban
432,53748,37.1833333333333,109.7,EC,Urban
433,53753,37.4333333333333,110.883333333333,EC,Urban
434,53754,37.5,110.216666666667,EC,Urban
435,53757,37.1166666666667,110.116666666667,EC,Rural
436,53759,36.9833333333333,110.833333333333,EC,Urban
437,53760,37.8833333333333,111.233333333333,EC,Urban
438,53763,37.9166666666667,112.166666666667,EC,Urban
439,53764,37.5,111.1,EC,Urban
440,53767,37.3333333333333,111.166666666667,EC,Urban
441,53768,37.15,111.75,EC,Urban
442,53769,37.25,111.783333333333,EC,Urban
443,53770,37.35,112.35,EC,Urban
444,53771,37.4166666666667,112.05,EC,Urban
445,53772,37.6166666666667,112.583333333333,EC,Urban
446,53773,36.3333333333333,114.616666666667,EC,Urban
447,53774,37.5833333333333,112.366666666667,EC,Urban
448,53775,37.4166666666667,112.6,EC,Urban
449,53776,37.6833333333333,112.766666666667,EC,Urban
450,53777,37.5333333333333,112.15,EC,Urban
451,53778,37.1666666666667,112.216666666667,EC,Urban
452,53780,37.9,113.15,EC,Urban
453,53781,36.8666666666667,114.466666666667,EC,Urban
454,53782,37.9333333333333,113.616666666667,EC,Urban
455,53783,37.6,113.7,EC,Urban
456,53784,37.75,114.783333333333,EC,Urban
457,53785,37.5166666666667,114.666666666667,EC,Urban
458,53786,37.0833333333333,113.333333333333,EC,Urban
459,53787,37.0666666666667,112.983333333333,EC,Rural
460,53788,37.3333333333333,113.566666666667,EC,Urban
461,53789,37.8833333333333,114.633333333333,EC,Urban
462,53790,37.6333333333333,114.6,EC,Urban
463,53791,37.7666666666667,114.516666666667,EC,Urban
464,53792,37.45,114.483333333333,EC,Urban
465,53794,37.35,114.75,EC,Urban
466,53795,37.65,114.366666666667,EC,Urban
467,53796,37.6166666666667,114.883333333333,EC,Urban
468,53797,37.2833333333333,114.516666666667,EC,Urban
469,53798,37.0666666666667,114.5,EC,Urban
470,53799,37.2333333333333,114.983333333333,EC,Urban
471,53806,36.5666666666667,105.65,EC,Urban
472,53810,36.9666666666667,105.9,EC,Urban
473,53817,36,106.266666666667,EC,Urban
474,53821,36.5666666666667,107.3,EC,Urban
475,53829,35.9833333333333,107.9,EC,Urban
476,53832,36.7666666666667,108.766666666667,EC,Rural
477,53845,36.5833333333333,109.45,EC,Urban
478,53848,36.2666666666667,109.35,EC,Urban
479,53852,36.7666666666667,110.633333333333,EC,Urban
480,53853,36.7,110.95,EC,Urban
481,53854,36.5833333333333,110.066666666667,EC,Urban
482,53856,36.4666666666667,110.75,EC,Urban
483,53857,36.0666666666667,110.183333333333,EC,Urban
484,53859,36.1,110.666666666667,EC,Urban
485,53860,36.9833333333333,111.166666666667,EC,Urban
486,53861,35.8833333333333,111.383333333333,EC,Urban
487,53862,36.85,111.8,EC,Urban
488,53863,37.0333333333333,111.916666666667,EC,Urban
489,53864,36.4,111.1,EC,Urban
490,53865,36.65,111.55,EC,Urban
491,53866,36.2333333333333,111.666666666667,EC,Urban
492,53868,36.0666666666667,111.5,EC,Urban
493,53869,36.5833333333333,111.7,EC,Urban
494,53871,36.8333333333333,112.85,EC,Urban
495,53872,36.7666666666667,112.683333333333,EC,Urban
496,53873,36.1,112.866666666667,EC,Urban
497,53874,36.25,111.9,EC,Urban
498,53875,36.5166666666667,112.35,EC,Urban
499,53877,36.1666666666667,112.25,EC,Rural
500,53878,36.5166666666667,113.383333333333,EC,Urban
501,53879,36.3166666666667,112.883333333333,EC,Urban
502,53880,36.3333333333333,113.233333333333,EC,Urban
503,53882,36.0666666666667,113.033333333333,EC,Urban
504,53883,37.1333333333333,114.7,EC,Urban
505,53884,36.5166666666667,113.033333333333,EC,Urban
506,53885,36.1166666666667,113.2,EC,Urban
507,53886,36.5666666666667,113.666666666667,EC,Urban
508,53888,36.2,113.433333333333,EC,Urban
509,53889,36.0666666666667,113.816666666667,EC,Urban
510,53890,36.6666666666667,114.1,EC,Urban
511,53891,37.0166666666667,114.683333333333,EC,Urban
512,53892,36.6166666666667,114.466666666667,EC,Urban
513,53893,36.7666666666667,114.95,EC,Urban
514,53894,36.4,114.2,EC,Urban
515,53895,36.7833333333333,114.5,EC,Urban
516,53896,36.35,114.95,EC,Urban
517,53897,36.3833333333333,114.383333333333,EC,Urban
518,53898,36.05,114.133333333333,EC,Urban
519,53899,36.4833333333333,114.966666666667,EC,Urban
520,53903,35.9666666666667,105.716666666667,EC,Urban
521,53906,35.5166666666667,105.716666666667,EC,Urban
522,53908,35.2166666666667,105.233333333333,EC,Urban
523,53910,35.6666666666667,106.2,EC,Urban
524,53913,35.85,106.633333333333,EC,Urban
525,53914,35.6166666666667,106.116666666667,EC,Urban
526,53915,35.55,106.666666666667,EC,Urban
527,53916,35.5,106.316666666667,EC,Urban
528,53917,35.2166666666667,106.066666666667,EC,Urban
529,53923,35.7333333333333,107.633333333333,EC,Urban
530,53924,35.0666666666667,107.616666666667,EC,Urban
531,53925,35.6833333333333,107.183333333333,EC,Urban
532,53926,35.35,107.35,EC,Urban
533,53927,35.2,106.616666666667,EC,Urban
534,53928,35.3,107.016666666667,EC,Urban
535,53929,35.2,107.8,EC,Urban
536,53930,36.45,107.983333333333,EC,Urban
537,53931,36,109.366666666667,EC,Urban
538,53934,35.7833333333333,107.983333333333,EC,Urban
539,53935,35.4833333333333,108.4,EC,Urban
540,53937,35.5166666666667,107.916666666667,EC,Urban
541,53938,35.1666666666667,108.3,EC,Urban
542,53941,35.1833333333333,109.583333333333,EC,Urban
543,53942,35.7666666666667,109.416666666667,EC,Urban
544,53945,35.4333333333333,109.066666666667,EC,Urban
545,53946,35.6,109.816666666667,EC,Rural
546,53947,35.0833333333333,109.066666666667,EC,Urban
547,53948,34.95,109.583333333333,EC,Urban
548,53949,35.1833333333333,109.916666666667,EC,Urban
549,53950,35.2333333333333,110.15,EC,Urban
550,53953,35.9666666666667,110.85,EC,Urban
551,53954,35.6166666666667,110.966666666667,EC,Urban
552,53955,35.4666666666667,110.45,EC,Urban
553,53956,35.4,110.833333333333,EC,Urban
554,53957,35.6166666666667,110.716666666667,EC,Urban
555,53958,35.1666666666667,110.783333333333,EC,Urban
556,53959,35.05,111.05,EC,Urban
557,53961,35.65,111.483333333333,EC,Urban
558,53962,35.7333333333333,111.7,EC,Urban
559,53963,35.65,111.366666666667,EC,Urban
560,53964,35.6166666666667,111.216666666667,EC,Urban
561,53965,35.5166666666667,111.566666666667,EC,Urban
